x,y,score,sample,section
107,3,27,4.76505854125858,RA2,Section1
108,3,28,5.29191757749325,RA2,Section1
109,3,29,5.57126529620598,RA2,Section1
110,3,30,5.5636855040677,RA2,Section1
111,3,31,5.50603567235523,RA2,Section1
112,3,32,5.54987610954592,RA2,Section1
113,3,33,5.54812267241921,RA2,Section1
114,3,34,5.56496213446499,RA2,Section1
115,3,35,4.98562472135351,RA2,Section1
116,3,36,NA,RA2,Section1
117,3,37,NA,RA2,Section1
118,3,38,NA,RA2,Section1
119,3,39,NA,RA2,Section1
120,3,40,NA,RA2,Section1
121,4,1,NA,RA2,Section1
122,4,2,NA,RA2,Section1
123,4,3,5.56651552875463,RA2,Section1
124,4,4,5.13484898956523,RA2,Section1
125,4,5,4.82694352456695,RA2,Section1
126,4,6,4.92071320915942,RA2,Section1
127,4,7,5.02233294612238,RA2,Section1
128,4,8,5.36647837037435,RA2,Section1
129,4,9,5.36380817113497,RA2,Section1
130,4,10,4.85230975329156,RA2,Section1
131,4,11,4.5292666857595,RA2,Section1
132,4,12,4.52418553956593,RA2,Section1
133,4,13,4.68618287003316,RA2,Section1
134,4,14,4.6401431736867,RA2,Section1
135,4,15,4.82857016283661,RA2,Section1
136,4,16,4.91440569909026,RA2,Section1
137,4,17,4.97026571008021,RA2,Section1
138,4,18,5.11727573085825,RA2,Section1
139,4,19,5.18795886411263,RA2,Section1
140,4,20,5.07932135553163,RA2,Section1
141,4,21,5.3128080001858,RA2,Section1
142,4,22,5.34896700217349,RA2,Section1
143,4,23,4.76550064286981,RA2,Section1
144,4,24,4.86993174806328,RA2,Section1
145,4,25,5.25125962746972,RA2,Section1
146,4,26,5.11628542723464,RA2,Section1
147,4,27,4.73263067281952,RA2,Section1
148,4,28,5.2594897090542,RA2,Section1
149,4,29,5.45602915061417,RA2,Section1
150,4,30,5.43598636924517,RA2,Section1
151,4,31,5.58382560018979,RA2,Section1
152,4,32,5.69802980187469,RA2,Section1
153,4,33,5.68038791350321,RA2,Section1
154,4,34,5.69722737554899,RA2,Section1
155,4,35,5.30739406978997,RA2,Section1
156,4,36,NA,RA2,Section1
157,4,37,NA,RA2,Section1
158,4,38,NA,RA2,Section1
159,4,39,NA,RA2,Section1
160,4,40,NA,RA2,Section1
161,5,1,NA,RA2,Section1
162,5,2,NA,RA2,Section1
163,5,3,5.57311769686767,RA2,Section1
164,5,4,5.23271379086659,RA2,Section1
165,5,5,4.9308925014141,RA2,Section1
166,5,6,5.02376455851758,RA2,Section1
167,5,7,5.12538429548041,RA2,Section1
168,5,8,5.29255192341434,RA2,Section1
169,5,9,5.33725629579153,RA2,Section1
170,5,10,5.03104768828556,RA2,Section1
171,5,11,4.59249043922267,RA2,Section1
172,5,12,4.39488565714497,RA2,Section1
173,5,13,4.75906879297593,RA2,Section1
174,5,14,4.87028472302308,RA2,Section1
175,5,15,5.11852744120413,RA2,Section1
176,5,16,5.22430155380143,RA2,Section1
177,5,17,4.96375915331763,RA2,Section1
178,5,18,5.08967567999764,RA2,Section1
179,5,19,5.14951392482624,RA2,Section1
180,5,20,5.04087641624499,RA2,Section1
181,5,21,4.82946434512352,RA2,Section1
182,5,22,4.95545756221473,RA2,Section1
183,5,23,4.76127280169156,RA2,Section1
184,5,24,4.86487638859242,RA2,Section1
185,5,25,5.24482507084455,RA2,Section1
186,5,26,5.24924819138699,RA2,Section1
187,5,27,4.97401357535416,RA2,Section1
188,5,28,5.30818618136189,RA2,Section1
189,5,29,5.25698592691604,RA2,Section1
190,5,30,5.20578567247018,RA2,Section1
191,5,31,5.35154773854302,RA2,Section1
192,5,32,5.8410253508646,RA2,Section1
193,5,33,5.82338346249309,RA2,Section1
194,5,34,5.75149318396737,RA2,Section1
195,5,35,5.41181679196185,RA2,Section1
196,5,36,NA,RA2,Section1
197,5,37,NA,RA2,Section1
198,5,38,NA,RA2,Section1
199,5,39,NA,RA2,Section1
200,5,40,NA,RA2,Section1
201,6,1,NA,RA2,Section1
202,6,2,5.43564212274754,RA2,Section1
203,6,3,5.57319389607349,RA2,Section1
204,6,4,5.2327899900724,RA2,Section1
205,6,5,5.04747285767415,RA2,Section1
206,6,6,5.14023271134151,RA2,Section1
207,6,7,5.18601915311901,RA2,Section1
208,6,8,5.29788121970338,RA2,Section1
209,6,9,5.2691906827697,RA2,Section1
210,6,10,5.0893142662409,RA2,Section1
211,6,11,4.77543652819321,RA2,Section1
212,6,12,4.36605574664253,RA2,Section1
213,6,13,4.66268457847786,RA2,Section1
214,6,14,5.08841176131276,RA2,Section1
215,6,15,5.28339990505777,RA2,Section1
216,6,16,5.50175555566094,RA2,Section1
217,6,17,5.24121315517713,RA2,Section1
218,6,18,4.98704871355547,RA2,Section1
219,6,19,5.04553134733083,RA2,Section1
220,6,20,5.04387971018244,RA2,Section1
221,6,21,4.69343679038078,RA2,Section1
222,6,22,4.53334698115499,RA2,Section1
223,6,23,4.57872012757407,RA2,Section1
224,6,24,4.82291673558309,RA2,Section1
225,6,25,5.20134830096546,RA2,Section1
226,6,26,5.22039951428709,RA2,Section1
227,6,27,5.16200517501898,RA2,Section1
228,6,28,5.10664233409608,RA2,Section1
229,6,29,5.05544207965022,RA2,Section1
230,6,30,5.00424182520436,RA2,Section1
231,6,31,5.09402571401199,RA2,Section1
232,6,32,5.6304125026633,RA2,Section1
233,6,33,5.94474343789715,RA2,Section1
234,6,34,5.84512511544279,RA2,Section1
235,6,35,5.48760697664573,RA2,Section1
236,6,36,4.88054369410209,RA2,Section1
237,6,37,NA,RA2,Section1
238,6,38,NA,RA2,Section1
239,6,39,NA,RA2,Section1
240,6,40,NA,RA2,Section1
241,7,1,NA,RA2,Section1
242,7,2,5.44224429086057,RA2,Section1
243,7,3,5.47028901030199,RA2,Section1
244,7,4,5.1871844069273,RA2,Section1
245,7,5,5.06451867335322,RA2,Section1
246,7,6,5.34523272349237,RA2,Section1
247,7,7,5.19795890427862,RA2,Section1
248,7,8,5.06160063530348,RA2,Section1
249,7,9,5.16368560396084,RA2,Section1
250,7,10,5.06227449078646,RA2,Section1
251,7,11,4.9429441433259,RA2,Section1
252,7,12,4.57845891344899,RA2,Section1
253,7,13,4.796710039441,RA2,Section1
254,7,14,5.2224372222759,RA2,Section1
255,7,15,4.99138877053061,RA2,Section1
256,7,16,5.23114268153549,RA2,Section1
257,7,17,5.29157418707419,RA2,Section1
258,7,18,4.86786564359926,RA2,Section1
259,7,19,4.41771597181622,RA2,Section1
260,7,20,4.81898271680185,RA2,Section1
261,7,21,4.98657771688576,RA2,Section1
262,7,22,4.64735041419348,RA2,Section1
263,7,23,4.58524106453288,RA2,Section1
264,7,24,4.5754475134031,RA2,Section1
265,7,25,4.89526596513822,RA2,Section1
266,7,26,5.03465199386394,RA2,Section1
267,7,27,4.97625765459582,RA2,Section1
268,7,28,4.88759412185652,RA2,Section1
269,7,29,4.83639386741066,RA2,Section1
270,7,30,4.80374078803072,RA2,Section1
271,7,31,4.89537046391555,RA2,Section1
272,7,32,5.19618133794254,RA2,Section1
273,7,33,5.68732445287449,RA2,Section1
274,7,34,5.81503607574597,RA2,Section1
275,7,35,5.6178615983484,RA2,Section1
276,7,36,5.10700451264433,RA2,Section1
277,7,37,NA,RA2,Section1
278,7,38,NA,RA2,Section1
279,7,39,NA,RA2,Section1
280,7,40,NA,RA2,Section1
281,8,1,NA,RA2,Section1
282,8,2,5.33551945158067,RA2,Section1
283,8,3,5.36356417102201,RA2,Section1
284,8,4,5.10337928869795,RA2,Section1
285,8,5,5.01891309020811,RA2,Section1
286,8,6,5.44059278770141,RA2,Section1
287,8,7,5.40295891642948,RA2,Section1
288,8,8,4.93564020004101,RA2,Section1
289,8,9,4.92740501956094,RA2,Section1
290,8,10,5.02215716477304,RA2,Section1
291,8,11,4.91590436787146,RA2,Section1
292,8,12,4.79086208025545,RA2,Section1
293,8,13,5.0091132062474,RA2,Section1
294,8,14,5.35646268323905,RA2,Section1
295,8,15,5.0455323698391,RA2,Section1
296,8,16,4.93913154700833,RA2,Section1
297,8,17,5.12795261495628,RA2,Section1
298,8,18,4.91822667549632,RA2,Section1
299,8,19,4.08660277454389,RA2,Section1
300,8,20,4.19116734128723,RA2,Section1
301,8,21,5.04947956788625,RA2,Section1
302,8,22,4.94049134069847,RA2,Section1
303,8,23,4.60967575083822,RA2,Section1
304,8,24,4.58196845036192,RA2,Section1
305,8,25,4.58918362931099,RA2,Section1
306,8,26,4.72856965803675,RA2,Section1
307,8,27,4.79051013417266,RA2,Section1
308,8,28,4.69560272171778,RA2,Section1
309,8,29,4.6173456551711,RA2,Section1
310,8,30,4.6836108428092,RA2,Section1
311,8,31,4.77524051869404,RA2,Section1
312,8,32,4.8993694567526,RA2,Section1
313,8,33,5.25309328815373,RA2,Section1
314,8,34,5.68391150479327,RA2,Section1
315,8,35,5.58777255865158,RA2,Section1
316,8,36,5.31743096504669,RA2,Section1
317,8,37,4.87026156478981,RA2,Section1
318,8,38,NA,RA2,Section1
319,8,39,NA,RA2,Section1
320,8,40,NA,RA2,Section1
321,9,1,NA,RA2,Section1
322,9,2,5.09083749059029,RA2,Section1
323,9,3,5.16981296846704,RA2,Section1
324,9,4,5.04544344197055,RA2,Section1
325,9,5,4.89782388262107,RA2,Section1
326,9,6,5.25095930644632,RA2,Section1
327,9,7,5.58815614741796,RA2,Section1
328,9,8,5.18672997852104,RA2,Section1
329,9,9,4.94704006210598,RA2,Section1
330,9,10,5.04179220731809,RA2,Section1
331,9,11,5.0436114021825,RA2,Section1
332,9,12,4.94849948234924,RA2,Section1
333,9,13,5.06481610850316,RA2,Section1
334,9,14,5.38767255241877,RA2,Section1
335,9,15,5.15799531617772,RA2,Section1
336,9,16,4.88814288482171,RA2,Section1
337,9,17,4.99612349294478,RA2,Section1
338,9,18,5.14478608644941,RA2,Section1
339,9,19,4.5226598779607,RA2,Section1
340,9,20,3.88851917270752,RA2,Section1
341,9,21,4.6297702560447,RA2,Section1
342,9,22,4.89952808177743,RA2,Section1
343,9,23,4.56871249191717,RA2,Section1
344,9,24,4.62587938496231,RA2,Section1
345,9,25,4.59401915481301,RA2,Section1
346,9,26,4.58993623949798,RA2,Section1
347,9,27,4.68948134544773,RA2,Section1
348,9,28,4.74405800492867,RA2,Section1
349,9,29,4.68442782375473,RA2,Section1
350,9,30,4.79102093210185,RA2,Section1
351,9,31,4.78226103965212,RA2,Section1
352,9,32,4.82273200409868,RA2,Section1
353,9,33,5.11451120108096,RA2,Section1
354,9,34,5.55337652809264,RA2,Section1
355,9,35,5.62580143854795,RA2,Section1
356,9,36,5.35545984494306,RA2,Section1
357,9,37,5.09672238333204,RA2,Section1
358,9,38,NA,RA2,Section1
359,9,39,NA,RA2,Section1
360,9,40,NA,RA2,Section1
361,10,1,NA,RA2,Section1
362,10,2,4.92106840726637,RA2,Section1
363,10,3,4.86242322488083,RA2,Section1
364,10,4,4.95875365160459,RA2,Section1
365,10,5,4.86206485069035,RA2,Section1
366,10,6,4.99585859877743,RA2,Section1
367,10,7,5.33305543974907,RA2,Section1
368,10,8,5.45876965078712,RA2,Section1
369,10,9,5.21057477532536,RA2,Section1
370,10,10,5.17775253483837,RA2,Section1
371,10,11,5.19509327114662,RA2,Section1
372,10,12,5.14654597564474,RA2,Section1
373,10,13,5.16942529629092,RA2,Section1
374,10,14,5.37214806169682,RA2,Section1
375,10,15,5.21633725923671,RA2,Section1
376,10,16,4.99080468814918,RA2,Section1
377,10,17,4.96741954905661,RA2,Section1
378,10,18,5.08576697012695,RA2,Section1
379,10,19,5.13403337752306,RA2,Section1
380,10,20,4.49989267226987,RA2,Section1
381,10,21,4.30465460950919,RA2,Section1
382,10,22,4.582680363291,RA2,Section1
383,10,23,4.375883694166,RA2,Section1
384,10,24,4.49648438366748,RA2,Section1
385,10,25,4.65492554288686,RA2,Section1
386,10,26,4.59684346277591,RA2,Section1
387,10,27,4.626961071131,RA2,Section1
388,10,28,4.81743234146282,RA2,Section1
389,10,29,4.8393389267993,RA2,Section1
390,10,30,4.99137213331061,RA2,Section1
391,10,31,4.9930984173603,RA2,Section1
392,10,32,4.76586386624821,RA2,Section1
393,10,33,5.05764306323048,RA2,Section1
394,10,34,5.56088527321927,RA2,Section1
395,10,35,5.63715286026797,RA2,Section1
396,10,36,5.42445141556359,RA2,Section1
397,10,37,5.20508126593303,RA2,Section1
398,10,38,NA,RA2,Section1
399,10,39,NA,RA2,Section1
400,10,40,NA,RA2,Section1
401,11,1,NA,RA2,Section1
402,11,2,4.95224995884225,RA2,Section1
403,11,3,4.65008169583976,RA2,Section1
404,11,4,4.75698486919953,RA2,Section1
405,11,5,4.82801541138157,RA2,Section1
406,11,6,4.96180915946853,RA2,Section1
407,11,7,5.10192401434438,RA2,Section1
408,11,8,5.32647704662051,RA2,Section1
409,11,9,5.38738288935287,RA2,Section1
410,11,10,5.30353089458612,RA2,Section1
411,11,11,5.28938149025189,RA2,Section1
412,11,12,5.2757576629986,RA2,Section1
413,11,13,5.30088242729697,RA2,Section1
414,11,14,5.34342695468971,RA2,Section1
415,11,15,5.21309974261438,RA2,Section1
416,11,16,5.01544852997091,RA2,Section1
417,11,17,4.97181060351412,RA2,Section1
418,11,18,5.02945659163507,RA2,Section1
419,11,19,5.07772299903145,RA2,Section1
420,11,20,4.91485416979577,RA2,Section1
421,11,21,4.54402439214138,RA2,Section1
422,11,22,4.34383076239691,RA2,Section1
423,11,23,4.18664166156608,RA2,Section1
424,11,24,4.34045518639983,RA2,Section1
425,11,25,4.64162238764586,RA2,Section1
426,11,26,4.66261867292244,RA2,Section1
427,11,27,4.60016628448456,RA2,Section1
428,11,28,4.74159113983375,RA2,Section1
429,11,29,4.89181660190889,RA2,Section1
430,11,30,5.03226492299281,RA2,Section1
431,11,31,5.17281288208088,RA2,Section1
432,11,32,4.94557833096873,RA2,Section1
433,11,33,4.9831464526498,RA2,Section1
434,11,34,5.4984593281968,RA2,Section1
435,11,35,5.67201876195864,RA2,Section1
436,11,36,5.48237337681448,RA2,Section1
437,11,37,5.30689859917715,RA2,Section1
438,11,38,5.10791702713629,RA2,Section1
439,11,39,NA,RA2,Section1
440,11,40,NA,RA2,Section1
441,12,1,NA,RA2,Section1
442,12,2,4.89818011380395,RA2,Section1
443,12,3,4.59601185080145,RA2,Section1
444,12,4,4.87207897033891,RA2,Section1
445,12,5,4.92510766719809,RA2,Section1
446,12,6,4.93288849802563,RA2,Section1
447,12,7,5.0322836912861,RA2,Section1
448,12,8,5.1672534680086,RA2,Section1
449,12,9,5.25332781970249,RA2,Section1
450,12,10,5.19464433389724,RA2,Section1
451,12,11,5.23422886706539,RA2,Section1
452,12,12,5.24502955685859,RA2,Section1
453,12,13,5.23726932764961,RA2,Section1
454,12,14,5.27511599882703,RA2,Section1
455,12,15,5.24672314829093,RA2,Section1
456,12,16,5.04907193564746,RA2,Section1
457,12,17,4.68138941136137,RA2,Section1
458,12,18,4.76931502787648,RA2,Section1
459,12,19,5.02953883403133,RA2,Section1
460,12,20,4.82726677242564,RA2,Section1
461,12,21,4.36974988355732,RA2,Section1
462,12,22,4.2666677761201,RA2,Section1
463,12,23,4.20659019759642,RA2,Section1
464,12,24,4.3153182067851,RA2,Section1
465,12,25,4.59599199182886,RA2,Section1
466,12,26,4.72724884026437,RA2,Section1
467,12,27,4.68054796084915,RA2,Section1
468,12,28,4.62578715626764,RA2,Section1
469,12,29,4.77601261834278,RA2,Section1
470,12,30,4.73110277258796,RA2,Section1
471,12,31,4.92008921619644,RA2,Section1
472,12,32,5.03192405672655,RA2,Section1
473,12,33,5.00270225511724,RA2,Section1
474,12,34,5.37107729942554,RA2,Section1
475,12,35,5.66679643326437,RA2,Section1
476,12,36,5.59931074819714,RA2,Section1
477,12,37,5.48114407975065,RA2,Section1
478,12,38,5.30821164825108,RA2,Section1
479,12,39,NA,RA2,Section1
480,12,40,NA,RA2,Section1
481,13,1,NA,RA2,Section1
482,13,2,4.74524115925089,RA2,Section1
483,13,3,4.54194200576314,RA2,Section1
484,13,4,4.86030011184511,RA2,Section1
485,13,5,5.04020176833748,RA2,Section1
486,13,6,4.98497614053519,RA2,Section1
487,13,7,5.0033630298432,RA2,Section1
488,13,8,5.05689348333501,RA2,Section1
489,13,9,5.09410424109058,RA2,Section1
490,13,10,5.07631958234781,RA2,Section1
491,13,11,5.1253423063765,RA2,Section1
492,13,12,5.21430145071858,RA2,Section1
493,13,13,5.2065412215096,RA2,Section1
494,13,14,5.20680504296434,RA2,Section1
495,13,15,5.18478309002448,RA2,Section1
496,13,16,5.08269534132402,RA2,Section1
497,13,17,4.63400166758049,RA2,Section1
498,13,18,4.47889383572372,RA2,Section1
499,13,19,4.84509634125793,RA2,Section1
500,13,20,4.77908260742554,RA2,Section1
501,13,21,4.24275925381721,RA2,Section1
502,13,22,4.09239326753604,RA2,Section1
503,13,23,4.1901219127616,RA2,Section1
504,13,24,4.33526674281543,RA2,Section1
505,13,25,4.55036159601185,RA2,Section1
506,13,26,4.68161844444737,RA2,Section1
507,13,27,4.76092963721375,RA2,Section1
508,13,28,4.69390722888653,RA2,Section1
509,13,29,4.66020863477668,RA2,Section1
510,13,30,4.56895924731215,RA2,Section1
511,13,31,4.6189270657916,RA2,Section1
512,13,32,4.90029660214292,RA2,Section1
513,13,33,5.08904798087506,RA2,Section1
514,13,34,5.32384317860266,RA2,Section1
515,13,35,5.53941440449311,RA2,Section1
516,13,36,5.67043823205096,RA2,Section1
517,13,37,5.59808145113331,RA2,Section1
518,13,38,5.50850626936587,RA2,Section1
519,13,39,NA,RA2,Section1
520,13,40,NA,RA2,Section1
521,14,1,NA,RA2,Section1
522,14,2,4.78602283119809,RA2,Section1
523,14,3,4.55831985256261,RA2,Section1
524,14,4,4.72941913514213,RA2,Section1
525,14,5,4.94369990997213,RA2,Section1
526,14,6,4.89157864033727,RA2,Section1
527,14,7,4.90854275542127,RA2,Section1
528,14,8,4.97344209502873,RA2,Section1
529,14,9,5.09885850406005,RA2,Section1
530,14,10,5.09046029933764,RA2,Section1
531,14,11,5.14160229556302,RA2,Section1
532,14,12,5.23056143990513,RA2,Section1
533,14,13,5.21852629028096,RA2,Section1
534,14,14,5.2117433274127,RA2,Section1
535,14,15,5.21740016431566,RA2,Section1
536,14,16,5.19405546801036,RA2,Section1
537,14,17,4.94412965962176,RA2,Section1
538,14,18,4.64150872491842,RA2,Section1
539,14,19,4.9064973662403,RA2,Section1
540,14,20,4.94531431761332,RA2,Section1
541,14,21,4.43539596072241,RA2,Section1
542,14,22,4.29165797759894,RA2,Section1
543,14,23,4.39190911803949,RA2,Section1
544,14,24,4.46944014009616,RA2,Section1
545,14,25,4.68453499329257,RA2,Section1
546,14,26,4.81058583200062,RA2,Section1
547,14,27,4.91352428830102,RA2,Section1
548,14,28,4.66145026319291,RA2,Section1
549,14,29,4.63024931275114,RA2,Section1
550,14,30,4.6699414416367,RA2,Section1
551,14,31,4.57067526328312,RA2,Section1
552,14,32,4.71848556899197,RA2,Section1
553,14,33,4.8603409313953,RA2,Section1
554,14,34,5.04200113218548,RA2,Section1
555,14,35,5.4437213396079,RA2,Section1
556,14,36,5.59359707845791,RA2,Section1
557,14,37,5.4821427004446,RA2,Section1
558,14,38,5.39256751867715,RA2,Section1
559,14,39,5.26124610140213,RA2,Section1
560,14,40,NA,RA2,Section1
561,15,1,NA,RA2,Section1
562,15,2,4.81533271728552,RA2,Section1
563,15,3,4.64532734769491,RA2,Section1
564,15,4,4.65444192442149,RA2,Section1
565,15,5,4.79509328750031,RA2,Section1
566,15,6,4.74918073420033,RA2,Section1
567,15,7,4.76703180876073,RA2,Section1
568,15,8,4.87740669283087,RA2,Section1
569,15,9,5.00282310186219,RA2,Section1
570,15,10,5.14460816146643,RA2,Section1
571,15,11,5.19462417020505,RA2,Section1
572,15,12,5.27570140213988,RA2,Section1
573,15,13,5.25638562534529,RA2,Section1
574,15,14,5.2335852827021,RA2,Section1
575,15,15,5.25627522104681,RA2,Section1
576,15,16,5.24996362618324,RA2,Section1
577,15,17,5.21868246968525,RA2,Section1
578,15,18,5.01544546765933,RA2,Section1
579,15,19,5.07800638055634,RA2,Section1
580,15,20,5.08790508501159,RA2,Section1
581,15,21,4.68360671499043,RA2,Section1
582,15,22,4.53986873186695,RA2,Section1
583,15,23,4.68047979574711,RA2,Section1
584,15,24,4.74200610567108,RA2,Section1
585,15,25,4.84506797393879,RA2,Section1
586,15,26,4.97384575110603,RA2,Section1
587,15,27,5.08278347201666,RA2,Section1
588,15,28,4.71683152888948,RA2,Section1
589,15,29,4.5717526604287,RA2,Section1
590,15,30,4.75548045729941,RA2,Section1
591,15,31,4.72168503712088,RA2,Section1
592,15,32,4.60237688154469,RA2,Section1
593,15,33,4.70607246376446,RA2,Section1
594,15,34,4.67519267680494,RA2,Section1
595,15,35,5.07691288422736,RA2,Section1
596,15,36,5.52841920375213,RA2,Section1
597,15,37,5.4039021357966,RA2,Section1
598,15,38,5.22288812443359,RA2,Section1
599,15,39,5.20718358695805,RA2,Section1
600,15,40,NA,RA2,Section1
601,16,1,NA,RA2,Section1
602,16,2,4.76920652952441,RA2,Section1
603,16,3,4.65730025741853,RA2,Section1
604,16,4,4.65239192032365,RA2,Section1
605,16,5,4.70364054031999,RA2,Section1
606,16,6,4.65772798702001,RA2,Section1
607,16,7,4.77208826197655,RA2,Section1
608,16,8,4.88530536757563,RA2,Section1
609,16,9,4.91945775942634,RA2,Section1
610,16,10,5.0987886351123,RA2,Section1
611,16,11,5.16471070234292,RA2,Section1
612,16,12,5.2418469780741,RA2,Section1
613,16,13,5.29781563109612,RA2,Section1
614,16,14,5.26045403411207,RA2,Section1
615,16,15,5.32024381266756,RA2,Section1
616,16,16,5.33432282477405,RA2,Section1
617,16,17,5.30214089844394,RA2,Section1
618,16,18,5.2299221551964,RA2,Section1
619,16,19,5.2924830680934,RA2,Section1
620,16,20,5.22037013723431,RA2,Section1
621,16,21,4.82267301639252,RA2,Section1
622,16,22,4.70393049441336,RA2,Section1
623,16,23,4.85463153915341,RA2,Section1
624,16,24,4.79806077195295,RA2,Section1
625,16,25,4.84510614775627,RA2,Section1
626,16,26,5.08934316479518,RA2,Section1
627,16,27,5.20373476262421,RA2,Section1
628,16,28,4.89011866437684,RA2,Section1
629,16,29,4.54863017426845,RA2,Section1
630,16,30,4.67829574701537,RA2,Section1
631,16,31,4.85719811902077,RA2,Section1
632,16,32,4.73788996344458,RA2,Section1
633,16,33,4.66810226280412,RA2,Section1
634,16,34,4.62393872661025,RA2,Section1
635,16,35,4.78520996658501,RA2,Section1
636,16,36,5.31212393127847,RA2,Section1
637,16,37,5.38514694494535,RA2,Section1
638,16,38,5.15841351878457,RA2,Section1
639,16,39,5.07507910332695,RA2,Section1
640,16,40,NA,RA2,Section1
641,17,1,NA,RA2,Section1
642,17,2,4.6816279499453,RA2,Section1
643,17,3,4.5816099616514,RA2,Section1
644,17,4,4.50191275084191,RA2,Section1
645,17,5,4.55316137083831,RA2,Section1
646,17,6,4.66153169865903,RA2,Section1
647,17,7,4.82192917512274,RA2,Section1
648,17,8,5.13464082058581,RA2,Section1
649,17,9,5.05194920149544,RA2,Section1
650,17,10,5.03654005894651,RA2,Section1
651,17,11,5.0418431277313,RA2,Section1
652,17,12,5.07183129356021,RA2,Section1
653,17,13,5.2817467686759,RA2,Section1
654,17,14,5.29570077905635,RA2,Section1
655,17,15,5.44824015813884,RA2,Section1
656,17,16,5.46850247694712,RA2,Section1
657,17,17,5.43151644484569,RA2,Section1
658,17,18,5.35929770159812,RA2,Section1
659,17,19,5.24119299695723,RA2,Section1
660,17,20,5.20036986573559,RA2,Section1
661,17,21,4.93826187665596,RA2,Section1
662,17,22,4.78510357320688,RA2,Section1
